measure,location,sex,cause,rei,val
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,Cardiovascular diseases,High fasting plasma glucose,10775961.5
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,HIV/AIDS,Unsafe sex,10748088.97
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,HIV/AIDS,Unsafe sex,10716423.26
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,Chronic respiratory diseases,Tobacco,10655886.17
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Both,Diabetes and kidney diseases,Dietary risks,10647041.89
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Male,Enteric infections,"Unsafe water, sanitation, and handwashing",10615903.21
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,Cancer,Tobacco,10595693.66
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Both,Substance use disorders,Drug use,10547277.52
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,HIV/AIDS,Unsafe sex,10459132.71
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Both,Nutritional deficiencies,Child and maternal malnutrition,10422440.74
DALYs (Disability-Adjusted Life Years),South Asia,Female,Respiratory infections and tuberculosis,Child and maternal malnutrition,10390302.49
DALYs (Disability-Adjusted Life Years),Global,Both,Musculoskeletal disorders,Tobacco,10390277.06
DALYs (Disability-Adjusted Life Years),Global,Both,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",10328940.58
DALYs (Disability-Adjusted Life Years),Global,Both,Diabetes and kidney diseases,Tobacco,10303597.42
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,Cancer,Tobacco,10259889.92
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Male,Chronic respiratory diseases,Tobacco,10243426.38
DALYs (Disability-Adjusted Life Years),Global,Female,Cancer,Tobacco,10204130.21
DALYs (Disability-Adjusted Life Years),South Asia,Male,Diabetes and kidney diseases,High fasting plasma glucose,10189341.34
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Both,Chronic respiratory diseases,Air pollution,10188490.07
DALYs (Disability-Adjusted Life Years),South Asia,Both,Chronic respiratory diseases,Tobacco,10142035.54
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,Cardiovascular diseases,High systolic blood pressure,10040708.23
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Male,Respiratory infections and tuberculosis,Child and maternal malnutrition,9963135.883
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,Diabetes and kidney diseases,Dietary risks,9961273.219
DALYs (Disability-Adjusted Life Years),Global,Both,Unintentional injuries,Occupational risks,9831999.95
Deaths,Global,Both,Cardiovascular diseases,High systolic blood pressure,9709130.874
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,Cardiovascular diseases,High LDL cholesterol,9708780.956
DALYs (Disability-Adjusted Life Years),Global,Male,Transport injuries,Occupational risks,9706953.499
DALYs (Disability-Adjusted Life Years),East Asia,Male,Cardiovascular diseases,High body-mass index,9699863.538
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,Cardiovascular diseases,Dietary risks,9663547.366
DALYs (Disability-Adjusted Life Years),Global,Female,Chronic respiratory diseases,Tobacco,9635648.295
DALYs (Disability-Adjusted Life Years),Global,Male,Chronic respiratory diseases,Occupational risks,9569194.747
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Both,Cardiovascular diseases,Impaired kidney function,9561167.992
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,Cardiovascular diseases,Tobacco,9560137.509
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,Enteric infections,"Unsafe water, sanitation, and handwashing",9547555.357
DALYs (Disability-Adjusted Life Years),East Asia,Both,Cancer,Dietary risks,9530734.975
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,Cardiovascular diseases,Air pollution,9530478.232
DALYs (Disability-Adjusted Life Years),Western Europe,Both,Cardiovascular diseases,High systolic blood pressure,9499955.972
Deaths,Global,Both,Cardiovascular diseases,Dietary risks,9497340.654
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,Cardiovascular diseases,Other environmental risks,9493215.214
DALYs (Disability-Adjusted Life Years),South Asia,Male,Cardiovascular diseases,Air pollution,9487139.049
DALYs (Disability-Adjusted Life Years),South Asia,Both,Diabetes and kidney diseases,Impaired kidney function,9459472.776
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Female,Cardiovascular diseases,High fasting plasma glucose,9404486.411
DALYs (Disability-Adjusted Life Years),South Asia,Male,Respiratory infections and tuberculosis,Child and maternal malnutrition,9358650.072
DALYs (Disability-Adjusted Life Years),World Bank High Income,Female,Cardiovascular diseases,Dietary risks,9331713.114
DALYs (Disability-Adjusted Life Years),Global,Male,Diabetes and kidney diseases,High systolic blood pressure,9329031.405
DALYs (Disability-Adjusted Life Years),South Asia,Female,Diabetes and kidney diseases,High fasting plasma glucose,9272146.259
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,Cardiovascular diseases,High LDL cholesterol,9252407.277
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,Respiratory infections and tuberculosis,Child and maternal malnutrition,9221726.416
DALYs (Disability-Adjusted Life Years),Eastern Europe,Male,Cardiovascular diseases,Dietary risks,9144559.865
DALYs (Disability-Adjusted Life Years),Global,Female,Cardiovascular diseases,Low physical activity,9102303.84
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,Enteric infections,Child and maternal malnutrition,9058430.018
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,HIV/AIDS,Unsafe sex,9040767.837
DALYs (Disability-Adjusted Life Years),Eastern Europe,Male,Cardiovascular diseases,High systolic blood pressure,9028854.542
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Female,Enteric infections,"Unsafe water, sanitation, and handwashing",9024317.573
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,Cardiovascular diseases,High body-mass index,9016368.895
DALYs (Disability-Adjusted Life Years),Global,Male,Musculoskeletal disorders,Occupational risks,8989064.401
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Male,Neonatal disorders,Child and maternal malnutrition,8973799.509
DALYs (Disability-Adjusted Life Years),South Asia,Female,Cardiovascular diseases,High LDL cholesterol,8857952.281
DALYs (Disability-Adjusted Life Years),Global,Male,Digestive diseases,Alcohol use,8822915.364
DALYs (Disability-Adjusted Life Years),East Asia,Both,Chronic respiratory diseases,Air pollution,8809351.23
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Male,Cardiovascular diseases,Dietary risks,8799863.941
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,HIV/AIDS,Unsafe sex,8771887.205
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,Respiratory infections and tuberculosis,Alcohol use,8721862.542
DALYs (Disability-Adjusted Life Years),South Asia,Male,Cardiovascular diseases,High fasting plasma glucose,8693894.47
DALYs (Disability-Adjusted Life Years),East Asia,Male,Cardiovascular diseases,Alcohol use,8689220.673
DALYs (Disability-Adjusted Life Years),Global,Female,Substance use disorders,Drug use,8591377.157
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Both,Cardiovascular diseases,Other environmental risks,8586818.105
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,Diabetes and kidney diseases,Impaired kidney function,8585529.52
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Male,Enteric infections,Child and maternal malnutrition,8578244.776
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Male,Cardiovascular diseases,High systolic blood pressure,8560675.876
DALYs (Disability-Adjusted Life Years),East Asia,Both,Cardiovascular diseases,Alcohol use,8524170.28
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Both,Cardiovascular diseases,Low physical activity,8489305.468
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,Neonatal disorders,Child and maternal malnutrition,8486960.74
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,Cancer,Tobacco,8481656.469
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Female,Neonatal disorders,Child and maternal malnutrition,8454829.168
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Female,Respiratory infections and tuberculosis,Child and maternal malnutrition,8447658.867
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,Substance use disorders,Drug use,8436009.042
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,Respiratory infections and tuberculosis,Child and maternal malnutrition,8386851.732
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,Diabetes and kidney diseases,High body-mass index,8378538.221
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,Diabetes and kidney diseases,High fasting plasma glucose,8344912.915
DALYs (Disability-Adjusted Life Years),High-income North America,Both,Cardiovascular diseases,Dietary risks,8324421.494
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,Cardiovascular diseases,High fasting plasma glucose,8297438.954
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Both,HIV/AIDS,Unsafe sex,8282760.934
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,Chronic respiratory diseases,Air pollution,8211277.94
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,Cardiovascular diseases,High LDL cholesterol,8190291.397
DALYs (Disability-Adjusted Life Years),East Asia,Male,Chronic respiratory diseases,Tobacco,8175388.512
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Female,Neonatal disorders,Child and maternal malnutrition,8159064.207
DALYs (Disability-Adjusted Life Years),Global,Female,Diabetes and kidney diseases,High systolic blood pressure,8151335.454
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Female,Diabetes and kidney diseases,High body-mass index,8147755.764
DALYs (Disability-Adjusted Life Years),Global,Male,Unintentional injuries,Occupational risks,8111193.279
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,Respiratory infections and tuberculosis,Child and maternal malnutrition,8110293.649
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,Cardiovascular diseases,Low physical activity,8063818.387
DALYs (Disability-Adjusted Life Years),Global,Female,Cancer,Unsafe sex,8061667.011
DALYs (Disability-Adjusted Life Years),Global,Both,Cancer,Unsafe sex,8061667.011
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,Cardiovascular diseases,Tobacco,7929776.803
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,Cardiovascular diseases,High body-mass index,7918601.445
DALYs (Disability-Adjusted Life Years),Southeast Asia,Female,Cardiovascular diseases,High systolic blood pressure,7917498.015
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,Enteric infections,Child and maternal malnutrition,7906454.772
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Male,Cancer,Dietary risks,7890613.108
DALYs (Disability-Adjusted Life Years),Global,Male,Diabetes and kidney diseases,Air pollution,7873141.994
DALYs (Disability-Adjusted Life Years),Global,Both,Cancer,Air pollution,7848185.579
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Male,Diabetes and kidney diseases,High body-mass index,7840917.022
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,Respiratory infections and tuberculosis,Tobacco,7818536.661
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,Respiratory infections and tuberculosis,Alcohol use,7809717.774
DALYs (Disability-Adjusted Life Years),South Asia,Male,Cardiovascular diseases,High body-mass index,7807398.385
DALYs (Disability-Adjusted Life Years),South Asia,Male,Chronic respiratory diseases,Tobacco,7788143.068
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,Diabetes and kidney diseases,High body-mass index,7761638.373
DALYs (Disability-Adjusted Life Years),Eastern Europe,Both,Cardiovascular diseases,Tobacco,7756625.9
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,Cardiovascular diseases,High body-mass index,7731463.089
DALYs (Disability-Adjusted Life Years),Western Europe,Both,Cardiovascular diseases,Dietary risks,7684282.707
DALYs (Disability-Adjusted Life Years),South Asia,Female,Respiratory infections and tuberculosis,Air pollution,7659652.774
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,Cardiovascular diseases,High LDL cholesterol,7628248.572
DALYs (Disability-Adjusted Life Years),High-income North America,Both,Cardiovascular diseases,High systolic blood pressure,7604287.789
DALYs (Disability-Adjusted Life Years),Eastern Europe,Female,Cardiovascular diseases,High systolic blood pressure,7564470.104
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,Diabetes and kidney diseases,Impaired kidney function,7555918.05
DALYs (Disability-Adjusted Life Years),East Asia,Female,Cardiovascular diseases,High LDL cholesterol,7552145.236
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Male,Substance use disorders,Drug use,7550685.496
DALYs (Disability-Adjusted Life Years),Global,Both,Other infectious diseases,Child and maternal malnutrition,7529942.347
DALYs (Disability-Adjusted Life Years),East Asia,Male,Cardiovascular diseases,Air pollution,7524066.578
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Female,Cardiovascular diseases,Tobacco,7507948.634
DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Both,Substance use disorders,Alcohol use,7499541.934
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,Nutritional deficiencies,Child and maternal malnutrition,7473263.1
DALYs (Disability-Adjusted Life Years),Global,Both,Self-harm,Alcohol use,7411453.996
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,Chronic respiratory diseases,Air pollution,7393726.869
DALYs (Disability-Adjusted Life Years),East Asia,Male,Diabetes and kidney diseases,High fasting plasma glucose,7378174.329
DALYs (Disability-Adjusted Life Years),Global,Female,Diabetes and kidney diseases,Air pollution,7359899.002
DALYs (Disability-Adjusted Life Years),South Asia,Male,Nutritional deficiencies,Child and maternal malnutrition,7327198.986
